Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
51432-BIH,Male,83,Yes,Bihar,4,29,,Yes,No,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.05,1236.15,0,0,727.02,1963.17,Churned,Competitor,Competitor had better devices
55900-TAM,Female,51,Yes,Tamil Nadu,8,10,Deal 2,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.7,3131.8,34.16,0,2002.55,5100.19,Stayed,,
29224-TEL,Male,62,No,Telangana,7,32,Deal 2,Yes,Yes,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.4,3058.3,0,0,700.14,3758.44,Stayed,,
66982-DEL,Female,41,No,Delhi,6,32,Deal 1,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.9,6733.15,0,0,2104.47,8837.62,Stayed,,
58762-GUJ,Female,56,Yes,Gujarat,12,6,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.65,835.15,0,0,1296.42,2131.57,Stayed,,
35614-HAR,Female,20,No,Haryana,14,1,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,86.65,2208.75,0,0,1296.62,3505.37,Stayed,,
79919-PUN,Female,52,Yes,Punjab,1,18,Deal 5,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,65.6,250.1,0,0,40.52,290.62,Stayed,,
12531-AND,Male,56,No,Andhra Pradesh,1,12,,No,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,62.5,4136.4,0,0,0,4136.4,Stayed,,
56797-TAM,Female,24,No,Tamil Nadu,6,2,,Yes,Yes,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,25.25,394.85,0,0,443.25,838.1,Stayed,,
48875-UTT,Female,40,Yes,Uttar Pradesh,15,11,Deal 2,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,90.05,5817,0,0,2541.42,8358.42,Stayed,,
45660-DEL,Female,79,Yes,Delhi,5,6,,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,82.95,4903.15,0,0,248.39,5151.54,Stayed,,
99889-AND,Female,32,Yes,Andhra Pradesh,1,15,Deal 3,No,,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,54.2,1423.15,0,0,0,1423.15,Stayed,,
67115-HAR,Female,28,No,Haryana,0,17,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.4,93.4,0,0,90.16,183.56,Stayed,,
12505-GUJ,Male,29,No,Gujarat,0,7,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.65,167.3,0,0,33.52,200.82,Churned,Dissatisfaction,Limited range of services
43243-KER,Female,47,No,Kerala,5,1,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.65,6322.1,0,0,3272.67,9594.77,Stayed,,
45007-MAH,Female,80,No,Maharashtra,8,31,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.4,449.75,0,0,22.95,472.7,Churned,Dissatisfaction,Network reliability
36581-KER,Female,51,Yes,Kerala,8,2,Deal 1,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,79.5,5196.1,0,0,823.68,6019.78,Stayed,,
28896-KAR,Male,49,Yes,Karnataka,1,35,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,83.55,477.55,0,0,161.46,639.01,Churned,Dissatisfaction,Product dissatisfaction
74685-GUJ,Male,34,Yes,Gujarat,6,25,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,92.2,2568.15,0,0,369.32,2937.47,Stayed,,
17000-ODI,Female,70,Yes,Odisha,2,11,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,95.3,5567.45,0,0,1610.25,7177.7,Stayed,,
41760-KER,Male,42,No,Kerala,2,11,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,2317.1,0,0,227.26,2544.36,Churned,Price,Extra data charges
87839-BIH,Male,65,Yes,Bihar,12,15,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.7,1032.05,0,0,1429.82,2461.87,Stayed,,
11899-MAH,Male,74,No,Maharashtra,3,11,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,103.9,6767.1,0,0,102.7,6869.8,Stayed,,
31816-RAJ,Female,58,Yes,Rajasthan,2,35,,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,189.2,0,0,84.32,273.52,Churned,Other,Don't know
91045-JHA,Male,57,Yes,Jharkhand,12,3,Deal 2,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,78.45,3373.4,0,0,851.34,4224.74,Stayed,,
24910-RAJ,Female,20,Yes,Rajasthan,1,7,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.55,1305.95,0,0,2852.36,4158.31,Stayed,,
57919-TEL,Male,66,No,Telangana,7,5,Deal 3,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,2070.6,0,0,933.4,3004,Churned,Competitor,Competitor offered higher download speeds
42508-MAH,Male,50,No,Maharashtra,13,4,Deal 4,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20,198.6,0,0,191,389.6,Stayed,,
83086-MAH,Female,55,No,Maharashtra,11,20,,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25.6,1790.35,46.06,0,1120.24,2864.53,Stayed,,
71914-WES,Female,55,Yes,West Bengal,2,3,,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.85,990.9,0,0,432.8,1423.7,Churned,Dissatisfaction,Service dissatisfaction
68969-WES,Female,61,No,West Bengal,6,34,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,318.9,0,0,169.76,488.66,Churned,Price,Long distance charges
13005-HAR,Male,69,No,Haryana,2,14,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.45,5224.35,0,140,3008.94,8373.29,Churned,Attitude,Attitude of support person
88215-KAR,Female,19,No,Karnataka,5,10,Deal 5,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.05,50.05,0,0,43.05,93.1,Joined,,
55330-WES,Female,59,Yes,West Bengal,14,23,,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,56.7,113.55,0,0,11.34,124.89,Churned,Competitor,Competitor offered higher download speeds
21398-JAM,Female,36,No,Jammu & Kashmir,0,9,,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,24.1,861.85,0,0,1653.16,2515.01,Stayed,,
37572-PUN,Female,73,No,Punjab,1,23,,No,,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,39.85,1434.6,0,0,0,1434.6,Stayed,,
44805-KER,Female,36,Yes,Kerala,9,7,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.05,8405,0,0,1411.2,9816.2,Stayed,,
78989-GUJ,Female,54,No,Gujarat,3,18,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.45,369.3,0,0,87.28,456.58,Stayed,,
61183-KAR,Female,58,Yes,Karnataka,12,33,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.7,1495.1,26.84,0,561.45,2029.71,Stayed,,
82943-KER,Male,51,Yes,Kerala,3,3,Deal 4,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.6,356.15,0,0,582.4,938.55,Stayed,,
25192-PUN,Female,41,No,Punjab,4,11,,Yes,Yes,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,24.25,914.4,35.61,0,1754.84,2633.63,Stayed,,
34073-RAJ,Male,48,Yes,Rajasthan,7,6,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,18.8,1094.35,0,0,1122.33,2216.68,Stayed,,
36842-DEL,Male,27,Yes,Delhi,8,36,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,94.9,3616.25,0,0,981.92,4598.17,Stayed,,
87915-UTT,Male,33,Yes,Uttar Pradesh,10,32,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,104.6,6885.75,0,0,757.77,7643.52,Stayed,,
93979-GUJ,Female,60,No,Gujarat,6,5,,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,55.1,1253.15,0,0,816.42,2069.57,Stayed,,
39398-TAM,Male,37,Yes,Tamil Nadu,5,28,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-3,5497.05,0,0,694.83,6191.88,Stayed,,
19256-JAM,Female,63,Yes,Jammu & Kashmir,2,21,Deal 1,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,74.35,5237.4,0,50,1239.12,6526.52,Stayed,,
47330-MAH,Female,42,No,Maharashtra,9,11,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,79.4,5528.9,0,0,3042.2,8571.1,Stayed,,
21041-DEL,Male,75,Yes,Delhi,15,15,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.65,73.65,0,0,39.88,113.53,Churned,Attitude,Attitude of service provider
93203-PUN,Female,38,Yes,Punjab,3,29,Deal 4,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,67.8,842.25,0,0,369.85,1212.1,Stayed,,
89254-GUJ,Male,51,Yes,Gujarat,6,19,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.55,7159.05,0,0,2520.92,9679.97,Stayed,,
96646-TEL,Male,26,Yes,Telangana,14,20,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.35,461.7,0,0,50.55,512.25,Churned,Dissatisfaction,Network reliability
47567-JAM,Female,74,Yes,Jammu & Kashmir,10,11,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.05,318.5,0,0,150.25,468.75,Churned,Competitor,Competitor made better offer
53821-AND,Male,27,No,Andhra Pradesh,13,14,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,2227.8,0,0,1202.18,3429.98,Stayed,,
41405-TAM,Male,62,No,Tamil Nadu,4,27,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1411.65,0,0,698.22,2109.87,Stayed,,
68477-KAR,Female,71,No,Karnataka,0,26,,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.95,7111.3,0,0,1463.04,8574.34,Stayed,,
95868-AND,Female,64,No,Andhra Pradesh,2,16,,Yes,Yes,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.65,2421.75,0,0,1134,3555.75,Stayed,,
82508-WES,Male,65,Yes,West Bengal,13,31,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,90.4,2820.65,0,0,215.7,3036.35,Stayed,,
45017-UTT,Female,42,Yes,Uttar Pradesh,13,11,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.85,1424.5,0,130,34.01,1588.51,Churned,Attitude,Attitude of support person
31791-TAM,Female,66,Yes,Tamil Nadu,1,19,,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.15,3673.15,0,0,1299.35,4972.5,Stayed,,
36195-UTT,Female,23,Yes,Uttar Pradesh,4,4,Deal 4,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.1,401.85,0,0,697.14,1098.99,Stayed,,
92815-BIH,Female,65,Yes,Bihar,6,14,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1308.1,0,0,93.86,1401.96,Churned,Attitude,Attitude of support person
69134-WES,Female,42,No,West Bengal,0,30,,Yes,No,No,,,,,,,,,,One Year,Yes,Credit Card,19.75,806.95,0,0,1535.86,2342.81,Stayed,,
38825-KAR,Female,63,No,Karnataka,8,29,,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.8,3246.45,0,0,1243.08,4489.53,Stayed,,
63480-TEL,Female,22,No,Telangana,14,6,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,-6,707.5,0,0,1176.96,1884.46,Stayed,,
61369-WES,Male,53,No,West Bengal,3,35,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.8,8332.15,0,0,1986.48,10318.63,Stayed,,
14407-MAH,Female,31,No,Maharashtra,14,26,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.5,1147.85,0,0,1106.25,2254.1,Stayed,,
48917-TEL,Male,57,Yes,Telangana,9,27,Deal 3,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,24.75,692.1,0,0,493.75,1185.85,Churned,Competitor,Competitor made better offer
67408-GUJ,Male,73,Yes,Gujarat,2,5,,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,1345.55,0,0,678.75,2024.3,Churned,Competitor,Competitor had better devices
77448-KER,Male,47,Yes,Kerala,10,24,Deal 4,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,1025.95,0,0,262.36,1288.31,Churned,Attitude,Attitude of service provider
94554-RAJ,Male,64,Yes,Rajasthan,3,17,Deal 2,Yes,Yes,No,,,,,,,,,,Two Year,No,Mailed Check,25.75,1345.85,0,0,2574.52,3920.37,Stayed,,
91332-JAM,Female,22,No,Jammu & Kashmir,12,5,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.45,6300.15,0,0,2199.05,8499.2,Stayed,,
91393-KER,Female,59,No,Kerala,2,11,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.05,1102.4,0,0,1766.88,2869.28,Stayed,,
45376-TAM,Male,27,No,Tamil Nadu,11,9,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.5,632.2,0,0,138.4,770.6,Stayed,,
71197-PUN,Female,38,No,Punjab,0,33,Deal 5,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,77.4,206.15,0,0,133.26,339.41,Joined,,
62343-TEL,Female,49,No,Telangana,2,29,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.05,1112.3,0,0,23.66,1135.96,Stayed,,
13373-TAM,Female,26,Yes,Tamil Nadu,1,31,Deal 1,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,20.8,1521.2,0,0,1686.96,3208.16,Stayed,,
97589-MAH,Female,67,Yes,Maharashtra,11,21,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,96.75,3403.4,0,130,1395.45,4928.85,Stayed,,
19886-RAJ,Male,25,Yes,Rajasthan,15,13,,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,63.85,4264.6,0,0,506.22,4770.82,Stayed,,
44388-CHH,Male,38,Yes,Chhattisgarh,1,27,Deal 2,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,70.55,3420.5,0,0,1863.36,5283.86,Stayed,,
34711-UTT,Female,84,No,Uttarakhand,14,13,,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.5,5068.05,0,0,643.2,5711.25,Stayed,,
12170-AND,Female,38,Yes,Andhra Pradesh,15,2,Deal 4,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,77.5,1625,18.39,80,368.97,2055.58,Churned,Other,Don't know
87704-GUJ,Female,38,Yes,Gujarat,9,24,Deal 5,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.45,20.45,0,0,43.82,64.27,Joined,,
65531-MAH,Female,55,No,Maharashtra,10,22,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.8,19.8,0,0,11.96,31.76,Joined,,
97734-BIH,Female,20,Yes,Bihar,1,2,Deal 5,Yes,No,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,49.75,331.3,0,0,252.98,584.28,Churned,Competitor,Competitor offered higher download speeds
72746-AND,Male,47,Yes,Andhra Pradesh,6,15,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.95,1612.2,0,0,594.66,2206.86,Stayed,,
53499-TEL,Female,34,Yes,Telangana,12,5,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106,4178.65,47.02,0,1178.4,5310.03,Stayed,,
29416-JAM,Female,28,Yes,Jammu & Kashmir,15,5,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,89.85,2165.05,0,0,671.28,2836.33,Churned,Competitor,Competitor made better offer
35648-TAM,Male,49,Yes,Tamil Nadu,9,22,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,107.2,7317.1,0,0,2302.53,9619.63,Stayed,,
79054-TEL,Female,75,Yes,Telangana,7,35,,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,84.8,6141.65,0,0,396.72,6538.37,Stayed,,
85917-TAM,Male,53,Yes,Tamil Nadu,7,15,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.5,19.5,0,0,33.02,52.52,Joined,,
53563-PUN,Male,41,No,Punjab,15,27,,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,54.45,1893.5,0,0,934.2,2827.7,Stayed,,
56689-PUN,Male,39,No,Punjab,12,5,,No,,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,60,2768.65,0,0,0,2768.65,Stayed,,
51284-MAH,Female,47,No,Maharashtra,13,17,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.75,294.9,0,0,396.64,691.54,Stayed,,
68432-MAD,Male,29,Yes,Madhya Pradesh,6,27,,Yes,No,No,,,,,,,,,,One Year,Yes,Bank Withdrawal,19.65,351.55,0,0,812.43,1163.98,Stayed,,
61781-UTT,Female,59,Yes,Uttar Pradesh,8,35,,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,20.2,746.05,0,0,1019.92,1765.97,Stayed,,
39659-JAM,Female,61,No,Jammu & Kashmir,8,10,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.1,79.1,0,0,42.3,121.4,Churned,Competitor,Competitor made better offer
44580-HAR,Female,82,No,Haryana,8,17,,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card,92.45,6440.25,0,0,1855.44,8295.69,Churned,Competitor,Competitor made better offer
74521-BIH,Male,46,No,Bihar,14,7,Deal 2,No,,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35,1782.4,0,0,0,1782.4,Stayed,,
76417-MAD,Female,66,Yes,Madhya Pradesh,5,22,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,75.6,535.55,0,10,89.6,635.15,Stayed,,
58176-WES,Female,58,No,West Bengal,10,36,Deal 1,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,50.55,3260.1,0,0,2182.86,5442.96,Stayed,,
73865-RAJ,Male,51,Yes,Rajasthan,13,29,Deal 3,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.3,749.35,10.65,0,1684.16,2422.86,Stayed,,
32458-MAD,Male,23,No,Madhya Pradesh,14,9,Deal 1,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,64.95,4523.25,42.89,0,114.1,4594.46,Stayed,,
25335-TAM,Male,49,No,Tamil Nadu,10,20,Deal 2,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,74.65,3090.65,0,100,1274.28,4464.93,Stayed,,
45082-BIH,Female,43,No,Bihar,5,20,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.1,6555.2,0,0,2719.9,9275.1,Stayed,,
16623-WES,Female,55,Yes,West Bengal,13,24,Deal 2,Yes,Yes,No,,,,,,,,,,One Year,No,Mailed Check,24.7,1642.75,0,0,257.92,1900.67,Stayed,,
99855-HAR,Female,48,Yes,Haryana,0,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.3,264.8,0,0,42.84,307.64,Churned,Other,Don't know
59527-HAR,Female,64,Yes,Haryana,10,35,Deal 4,Yes,Yes,No,,,,,,,,,,One Year,No,Bank Withdrawal,25.6,548.8,0,0,335.94,884.74,Stayed,,
78146-TAM,Female,26,Yes,Tamil Nadu,9,18,,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,64.95,4551.5,20.87,0,1863.4,6394.03,Stayed,,
97280-PUD,Female,53,Yes,Puducherry,2,22,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,94.35,3921.3,0,0,1772.46,5693.76,Stayed,,
29969-ASS,Female,53,Yes,Assam,11,10,Deal 5,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,50.6,249.95,0,20,185.5,455.45,Churned,Competitor,Competitor made better offer
57111-KAR,Male,44,No,Karnataka,4,7,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,86.6,0,0,5.43,92.03,Churned,Competitor,Competitor offered higher download speeds
16244-UTT,Female,19,Yes,Uttar Pradesh,5,7,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.55,19.55,0,0,5.1,24.65,Joined,,
17092-DEL,Female,78,Yes,Delhi,14,10,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Credit Card,115.75,8399.15,0,110,2216.16,10725.31,Stayed,,
65807-AND,Male,47,No,Andhra Pradesh,8,16,Deal 4,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.3,454.65,0,0,543.96,998.61,Stayed,,
71405-TAM,Female,61,No,Tamil Nadu,10,7,,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,74.05,2802.3,0,0,1195.1,3997.4,Stayed,,
57868-UTT,Female,58,No,Uttar Pradesh,11,13,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.6,4783.5,0,0,2431.87,7215.37,Churned,Competitor,Competitor offered higher download speeds
44693-UTT,Female,53,No,Uttar Pradesh,11,27,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.3,31.9,0,0,70.84,102.74,Joined,,
22781-KAR,Male,56,No,Karnataka,13,6,Deal 4,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,25.4,313,0,0,529.44,842.44,Stayed,,
41013-TEL,Female,35,Yes,Telangana,4,19,,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.1,679.55,0,0,145.65,825.2,Churned,Competitor,Competitor had better devices
51214-MAH,Male,28,No,Maharashtra,12,22,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.6,232.5,0,10,82.02,324.52,Joined,,
